Straßenname;Erläuterung;Geschlecht;Kategorie;Quellenangabe
'MAX-PLANCK-STRASSE';'Planck, Max Karl Ernst Ludwig, Prof. Dr. (geb. 23.04.1858 in Kiel, gest. 04.10.1947 in Göttingen), Physiker, Begründer der Quantentheorie, Nobelpreisträger';'m';'None';'None'
'MEIXLERSTRASSE';'Meixler, Franz (geb. 22.08.1822 in Lindenfels, gest. 07.02.1910 in Mainz-Mombach), Bauunternehmer und Beigeordneter';'m';'None';'None'
'MENIMANEWEG';'Menimane, Ehefrau des Schiffers Blussus aus Weisenau, 1. Jahrhundert n.Chr.';'w';'Römerin';'https://westfalen.museum-digital.de/index.php?t=objekt&oges=246'
'MENZELSTRASSE';'Menzel, Adolph (Friedrich Erdmann) von (geb. 08.12.1815 in Breslau, gest. 09.02.1905 in Berlin), Maler, Zeichner und Graphiker';'m';'None';'None'
'MERCATORSTRASSE';'Mercator, Vinzenz (gest. 21.02.1717), Pfarrer in Marienborn 1676 bis 1716';'m';'None';'None'
'MERKURWEG';'Merkur, römischer Gott der Kaufleute';'m';'None';'None'
'MICHAEL-MÜLLER-RING';'Müller, Johann Michael (geb. 02.07.1909 in Bretzenheim, gest. 29.08.1969 in Offenbach), Mainzer Stadtrat und Ortsbeirat von Bretzenheim';'m';'None';'None'
'MICHELSGASSE';'Michel, Kurzform des männlichen Vornamens Michael oder Deutscher Michel, die nationale Personifikation der Deutschen';'m';'None';'None'
'MÖHNSTRASSE';'Möhn, Johann I. (geb. 15.11.1791 in Geinsheim, gest. nach 1875), Bürgermeister von Laubenheim 1837-1854 und Möhn, Johann II. (geb. 24.02.1840 in Laubenheim, gest. 05.10.1894 in Laubenheim), Bürgermeister von Laubenheim 1875-1894, Sohn von Johann Möhn I.';'m';'None';'None'
'MOHRGASSE';'Mohr, Jakob, Grundbesitzer in Mombach';'m';'None';'None'
'MÖLDERSSTRASSE';'Mölders, Werner (geb. 18.03.1913 in Gelsenkirchen, gest. 22.11.1941 bei Breslau), deutscher Jagdflieger im Zweiten Weltkrieg';'m';'None';'None'
'MOLTKESTRASSE';'Moltke, Helmuth Graf von (geb. 26.10.1800 in Parchim, gest. 24.04.1891 in Berlin), seit 1871 preußischer Generalfeldmarschall';'m';'None';'None'
'MÖRIKESTRASSE';'Mörike, Eduard (08.09.1804 in Ludwigsburg, gest. 04.06.1875 in Stuttgart), Lyriker und Erzähler';'m';'None';'None'
'MORITZSTRASSE';'Moritz, Johann Baptist, Dr. (geb. 19.08.1832 in Mainz, gest. 18.11.1882 in Darmstadt), Direktor der Rheinischen Bierbrauerei in Weisenau, die bis 1912 bestand';'m';'None';'None'
'MOZARTSTRASSE';'Mozart, Wolfgang Amadeus (geb. 27.01.1756 in Salzburg, gest. 05.12.1791 in Wien), österreichischer Komponist';'m';'None';'None'
'MÜLLER-THURGAU-STRASSE';'Müller-Thurgau, eine weiße Rebsorte. 1882 benannt nach Müller (-Thurgau), Hermann Prof. (geb. 21.10.1850 in Tägerwilen/Schweiz, gest. 18.1.1927 in Wädenswil/Schweiz), tätig an der Geisenheimer Forschungsanstalt für Obst- und Weinbau, Züchter der o. g. Rebsorte, stammte aus dem Kanton Thurgau, verh. 1881 mit Berta Biegen aus Oestrich';'m';'None';'None'
'NACKSTRASSE';'Nack, Nikolaus (geb. 17.01.1786 in Mainz, gest. 05.05.1860 in Mainz), 1842-1860 Mainzer Oberbürgermeister';'m';'None';'None'
'NAUNYNWEG';'Naunyn, Bernhard, Prof. Dr. (geb. 02.09.1839 in Berlin, gest. 27.07.1925 in Baden-Baden), Internist, Begründer des \"Archivs für experimentelle Pathologie und Pharmakologie\"';'m';'None';'None'
'NEIDECKERSTRASSE';'Neidecker, Johann (geb. 1874 in Mörlenbach/Odenwald, gest. 22.11.1929 in Weisenau), letzter Bürgermeister in Weisenau vor der Eingemeindung (1919-1929)';'m';'None';'None'
'NELLY-SACHS-STRASSE';'Sachs, Nelly (geb. 10.12.1891 in Berlin, gest. 12.05.1970 in Stockholm), deutsch-schwedische Dichterin';'w';'Künstlerin';'None'
'NESTLESTRASSE';'Benannt nach der Produktionsstätte des Nestlé-Konzerns (mit Hauptsitz in der Schweiz) in Mainz-Mombach. Nestlé, Henri (geb. 10.08.1814 in Frankfurt/Main, gest. 07.07.1890 in Glion/Schweiz), Gründer der Nestlé S. A. im Jahre 1866.';'m';'None';'None'
'NEUMANNSTRASSE';'Neumann, Franz Ignaz Michael von (geb. 08.05.1733 in Würzburg, gest. 29.09.1785 in Würzburg), Baumeister, gestaltete die Westturmgruppe des Mainzer Doms nach dem Brand von 1767 neu';'m';'None';'None'
'NIKLAS-VOGT-STRASSE';'Vogt, Niklas (geb. 06.12.1756 in Mainz, gest. 19.05.1836 in Frankfurt/Main), Politiker und Historiker, Professor der Universalgeschichte an der Mainzer Universität';'m';'None';'None'
'NIKOLAUS-BECKER-STRASSE';'Becker, Nikolaus (geb. 08.10.1809 in Bonn, gest. 28.08.1945 in Hünshoven), Dichter';'m';'None';'None'
'NIKOLAUS-KOPERNIKUS-STRASSE';'Kopernikus, Nikolaus (geb. 19.02.1473 in Thorn, gest. 24.05.1543 in Frauenburg/Ostpreußen), Arzt, Astronom, begründet das heliozentrische Weltsystem';'m';'None';'None'
'NIKOLAUS-OTTO-STRASSE';'Otto, Nikolaus (August) (geb. 14.06.1832 in Holzhausen an der Haide, gest. 26.01.1891 in Köln), Ingenieur, Erbauer der ersten Verbrennungskraftmaschine (Otto-Motor)';'m';'None';'None'
'NIKOLAUS-WORF-WEG';'Worf, Nikolaus, Vorsitzender des Radsportvereins 1925 Ebersheim von 1927 bis 1960';'m';'None';'None'
'NIKOLAUSSTRASSE';'Nikolaus (geb. zwischen 270 und 286 in Patara, gest. 06.12.326, 345, 351 oder 365), Heiliger, Bischof von Myra, Straße benannt nach der Pfarrkirche St. Nikolaus';'m';'None';'None'
'NINO-ERNÉ-STRASSE';'Erné, Nino (geb. 31.10.1921 in Berlin, gest. 11.12.1994 in Mainz), Schriftsteller und Korrespondent des Zweiten Deutschen Fernsehens.';'m';'None';'None'
'OECHSNERSTRASSE';'Oechsner, Georg, Dr. (geb. 18.02.1822 in Mainz, gest. 26.09.1895 in Gau-Bischofsheim), Jurist, Kaufmann, 1866-78 Mitglied des hessischen Landtags, 1877/78 Mitglied des Reichstags, 1885 bis 1894 Mainzer Oberbürgermeister';'m';'None';'None'
'OSTEINSTRASSE';'Ostein, Johann Friedrich Karl Graf von (geb. 06.07.1689, gest. 04.06.1763), 1743 bis 1763 Mainzer Kurfürst und Erzbischof, ließ den Osteiner - und Bassenheimer Hof und den nordwestlichen Flügel des Schlosses erbauen';'m';'None';'None'
'OTTILIENGASSE';'Ottilie oder auch Odilia (geb. 660 in Obernai im Elsass, gest. 720 im Kloster Niedermünster beim Odilienberg), Heilige, elsässische Äbtissin, Augenpatronin. Straße benannt nach der bis 1562 existierenden Ottilienkapelle.';'w';'Kirche';'None'
'OTTL-BECK-KREISEL';'Beck, Hans Otto (geb. 03.09.1942 in Laubenheim, gest. 09.04.2004 in Mainz), Landschaftsgestalter, stiftete auf dem Laubenheimer Marktplatz eine Bronzestatue mit einer Abbildung des Ausschellers Marbweck, hatte neben dem neu errichteten Kreisel seinen Betriebshof';'m';'None';'None'
'OTTO-BRUNFELS-SCHNEISE';'Brunfels, Otto (geb. um 1488 in Mainz, gest. 25.11.1534 in Bern), Humanist, Mainzer, später Basler Kartäusermönch, dann Konversion zum evangelischen Glauben, Botaniker und Pharmazeut';'m';'None';'None'
'OTTO-HAHN-STRASSE';'Hahn, Otto, Prof. Dr. (geb. 08.03.1879 in Frankfurt am Main, gest. 28.07.1968 in Göttingen), Chemiker, Mitentdecker der Kernspaltung, Nobelpreisträger';'m';'None';'None'
'OTTO-SCHOTT-STRASSE';'Schott, Otto, Dr. (geb. 17.12.1851 in Witten, gest. 27.08.1935 in Jena), Chemiker, stellte die Glastechnik auf wissenschaftliche Grundlagen';'m';'None';'None'
'OTTO-WELS-STRASSE';'Wels, Otto (geb. 15.09.1873 in Berlin, gest. 16.09.1939 in Paris), sozialdemokratischer Politiker, 1912 bis 1933 Mitglied des Reichstags, seit 1919 SPD-Vorsitzender, lehnte am 23.03.1933 im Namen der SPD-Fraktion das \"Ermächtigungsgesetz\" der Nationalsozialisten ab';'m';'None';'None'
'PALESTRINAWEG';'Palestrina, Giovanni Pierluigi da (geb. um 1525 in Palestrina (?), gest. 02.02.1594 in Rom), italienischer Komponist';'m';'None';'None'
'PANKRATIUSSTRASSE';'Pankratius (geb. um 290 in Phrygien, gest. um 304 in Rom), Heiliger, römischer Märtyrer, gehört zu den 14 Nothelfern. Straße wurde benannt nach dem Pankratiusbrunnen (\"sagenumwobener, dem hl. Pankratius geweihter Brunnen an der Stelle des Hauptbahnhofs, aus welchem angeblich die neugeborenen Mainzer herstammen\"), den Kurfürst Lothar Franz von Schönborn durch ein Wasserbecken verzieren ließ.';'m';'None';'None'
'PARCUSSTRASSE';'Parcus, August, Dr. (geb. 18.11.1819 in Mainz, gest. 16.07.1875 in Darmstadt), seit 1852 Direktor der Hessischen Ludwigs-Eisenbahn-Gesellschaft. Unter seiner Leitung wurde das Schienennetz von 47 auf 500 Kilometer erweitert, unter anderem durch den Ausbau der Strecke Bingen-Mainz und Mainz-Frankfurt';'m';'None';'None'
'PARSEVALSTRASSE';'Parseval, August (Franz Max) von (05.02.1861 in Frankenthal/Pfalz, gest. 22.02.1942 in Berlin), Ingenieur, Miterfinder des ersten Drachenballons und eines Luftschiffs';'m';'None';'None'
'PAUL-DENIS-STRASSE';'Denis, Paul von (geb. 26.06.1795 auf Schloß Les Salles bei Montier-en-Der (Haute-Marne), gest. 03.09.1872 in Bad Dürkheim), Eisenbahningenieur französischer Herkunft, Erbauer der ersten Dampfeisenbahnlinie Deutschlands von Nürnberg nach Fürth';'m';'None';'None'
'PAUL-EHRLICH-WEG';'Ehrlich, Paul, Prof. Dr. (geb. 14.03.1854 in Strehlen/Schesien, gest. 20.08.1915 in Bad Homburg), Mediziner, Erforscher der Behandlung von Infektionskrankheiten durch die Chemotherapie';'m';'None';'None'
'PAUL-GERHARDT-WEG';'Gerhardt, Paul (geb. 12.03.1607 in Gräfenhainichen, gest. 27.05.1676 in Lübben/Spreewald), evangelisch-lutherischer Theologe, gilt neben Martin Luther als einer der bedeutendsten deutschsprachigen Kirchenlieddichter';'m';'None';'None'
'PESTALOZZIPLATZ';'Pestalozzi, Johann Heinrich (geb. 12.01.1746 in Zürich, gest. 17.02.1887 in Brugg), Pädagoge, machte sich außerdem als Philanthrop, Schul- und Sozialreformer, Philosoph sowie Politiker einen Namen';'m';'None';'None'
'PESTALOZZISTRASSE';'Pestalozzi, Johann Heinrich (geb. 12.01.1746 in Zürich, gest. 17.02.1887 in Brugg), Pädagoge, machte sich außerdem als Philanthrop, Schul- und Sozialreformer, Philosoph sowie Politiker einen Namen';'m';'None';'None'
'PETER-ALTMEIER-ALLEE';'Altmeier, Peter (geb. 12.08.1899 in Saarbrücken, gest. 28.08.1977 in Koblenz), Mitglied der Zentrumspartei und nach dem Zweiten Weltkrieg Mitbegründer der CDU in Rheinland-Pfalz, 1947 bis 1969 Ministerpräsident von Rheinland-Pfalz, Ehrenbürger der Stadt Mainz';'m';'None';'None'
'PETER-CORNELIUS-PLATZ';'Cornelius, Peter (geb. 24.12.1824 in Mainz, gest. 26.10.1874 in Mainz), Dichter und Komponist';'m';'None';'None'
'PETER-HOFMANN-STRASSE';'Hofmann, Peter (geb. 20.02.1863 in Ebersheim, gest. 1938), Lehrer in Ebersheim um 1930, stiftete zwei der drei Glocken des Ebersheimer Kirchturms';'m';'None';'None'
'PETER-MEISENBERGER-WEG';'Meisenberger, Peter (geb. 10.12.1828 in Bretzenheim, gest. 06.03.1866 in Mainz), Müller, Ehrenpräsident der TSG 1846 Bretzenheim, gehörte dem ersten TSG-Vorstand an und rettete 1849 die 1848er Turnerfahne über die Verbotszeit hinweg';'m';'None';'None'
'PETER-WEYER-STRASSE';'Weyer, Peter Josef (geb. 02.02.1884 in Bretzenheim, gest. 20.05.1953, begraben in Mommenheim), 1925 bis 1933 Bürgermeister in Hechtsheim';'m';'None';'None'
'PETERSPLATZ';'Petrus (geb. in Galiläa, Datum unbekannt, gest. vermutlich in Rom um das Jahr 65), Heiliger, einer der ersten von Jesus berufenen Jünger. Platz benannt nach der St. Peterskirche.';'m';'None';'None'
'PETERSSTRASSE';'Petrus (geb. in Galiläa, Datum unbekannt, gest. vermutlich in Rom um das Jahr 65), Heiliger, einer der ersten von Jesus berufenen Jünger. Platz benannt nach der St. Peterskirche.';'m';'None';'None'
'PETRA-KELLY-STRASSE';'Kelly, Petra Karin (geb. 29. November 1947 in Günzburg; gest. vermutlich 1. Oktober 1992 in Bonn), eine deutsche Politikerin, Friedensaktivistin und Gründungsmitglied der Partei Die Grünen';'w';'Politik (Grüne)';'https://de.wikipedia.org/wiki/Petra_Kelly'
'PETTENKOFERWEG';'Pettenkofer, Max Josef von, Prof. Dr. (geb. 03.12.1818 Lichtenheim bei Neuburg an der Donau, gest. 10.02.1901 in München), Chemiker, Epidemologe und Hygieniker';'m';'None';'None'
'PFARRER-AUTSCH-STRASSE';'Autsch, Anton (geb. 21.09.1798 in Mainz, gest. 14.09.1871 in Koblenz-Moselweis), katholischer Priester, ab 1837 Pfarrer in Finthen, ließ Kirche und Pfarrhaus erbauen, mit Bischof Ketteler Gründer des Ordens der Schwestern von der Göttlichen Vorsehung, 1863 Ruhestand';'m';'None';'None'
'PFARRER-BECHTOLSHEIMER-WEG';'Bechtolsheimer, Heinrich (geb. 29.10.1868 in Wonsheim, gest. 28.05.1950 in Hannover), evangelischer Pfarrer, rheinhessischer Heimatschriftsteller und Geschichtsforscher, ab 1895 Pfarrverwalter der Landpfarrei Mainz, 1908-1938 Pfarrer in der Gießener Lukasgemeinde';'m';'None';'None'
'PFARRER-BECKER-STEIG';'Becker, Leopold (geb. 18.08.1904 in Gonsenheim, gest. 02.11.1981 in Mainz), Pfarrer von Hl. Kreuz und St. Achatius 1953-1963, Dekan und Geistlicher Rat, Erbauer der Heilig-Kreuz-Kirche';'m';'None';'None'
'PFARRER-BENSHEIMER-STRASSE';'Bensheimer, Jakob (geb. 20.09.1914 in Dieburg, gest. 04.11.1987 in Dieburg), katholischer Pfarrer, 06.01.1939 Priesterweihe in Mainz, ab 16.11.1971 Pfarrer in Ebersheim, ab 01.09.1979 Ruhestand';'m';'None';'None'
'PFARRER-BERGMANN-STRASSE';'Bergmann, Jakob (geb. 20.01.1900 in Dietesheim, gest. 30.12.1982 in Mainz-Finthen), von 1936 bis 1965 katholischer Pfarrer in Marienborn. Er engagierte sich für Wiederaufbau und Renovierung der Wallfahrtskirche und zeigte Zivilcourage gegenüber den Nationalsozialisten.';'m';'None';'None'
'PFARRER-BRANTZEN-STRASSE';'Brantzen, Hans (geb. 22.10.1912 in Kyllburg/Eifel, gest. 18.10.1979 in Mainz), Pfarrer von St. Johannes Evangelist in Mainz-Münchfeld, Seelsorger des Jugendwerks Mainz, KZ-Häftling in Dachau 1941-1945';'m';'None';'None'
'PFARRER-DORN-STRASSE';'Dorn, Wendelin (geb. 21.09.1694 in Mittelheim, gest. 28.06.1742), katholischer Priester, 1726 bis 1742 Pfarrer in Marienborn, Erbauer der dortigen Wallfahrtskirche';'m';'None';'None'
'PFARRER-GOEDECKER-STRASSE';'Goedecker, Karl (geb. 20.09.1880 in Warschau, gest. 10.06.1950 in Drais), katholischer Pfarrer in Laubenheim PFARRER-GRIMM-STRAßE Grimm, Dominikus (geb. 21.04.1829 in Seligenstadt, gest. 24.11.1912 in Gonsenheim), Geistlicher Rat, 13.08.1853 Priesterweihe in Mainz, Kaplan in St. Peter und St. Ignaz Mainz, ab 30.09.1864 Pfarrer in Gonsenheim, in seiner Amtszeit Ausbau der Kirche St. Stephan in Gonsenheim und der Vierzehn-Nothelfer-Kapelle';'m';'None';'None'
'PFARRER-NAGEL-WEG';'Nagel, Heinrich (geb. 24.01.1903 in Mainz, gest. 02.11.1973 in Mainz), 1950 bis 1968 evangelischer Pfarrer in Bretzenheim';'m';'None';'None'
'PFARRER-SEEGER-STRASSE';'Seeger, Jakob (geb. 13.07.1888 in Nieder-Olm, gest. 04.05.1961 in Mainz), 23.03.1912 Priesterweihe in Mainz, ab 01.12.1945 Pfarrer in Ebersheim, 24.12.1959 Geistlicher Rat, 15.02.1961 Ruhestand';'m';'None';'None'
'PFARRER-STOCKHEIMER-STRASSE';'Stockheimer, Wilhelm (geb. 01.06.1903 in Mainz, gest. 02.12.1956 in Bretzenheim), ab 01.09.1939 katholischer Pfarrer in Bretzenheim';'m';'None';'None'
'PFARRER-VELLER-STRASSE';'Veller, Karl (geb. 08.03.1880 in Hiesfeld, gest. 16.12.1960 in Mainz), ab 1916 evang. Pfarrer in Bretzenheim';'m';'None';'None'
'PFITZNERSTRASSE';'Pfitzner, Hans (Erich) (geb. 05.05.1869 in Moskau, gest. 22.05.1949 in Salzburg), Komponist, von 1894-1896 auf einem unbezahlten Posten als 2. Kapellmeister am Stadttheater in Mainz tätig; Uraufführung seiner Oper \"Der arme Heinrich\" am 02.04.1895 in Mainz; Uraufführung seiner Oper \'Palestrina\' 1917 in Mainz.';'m';'None';'None'
'PHILIPP-JAKOB-HACH-WEG';'Hach, Philipp Jakob (geb. 28.05.1903 in Finthen, gest. 18.12.1974 in Mainz-Finthen), 1946-1963 Bürgermeister von Finthen';'m';'None';'None'
'PHILIPP-REIS-STRASSE';'Reis, Philipp (geb. 07.01.1834 in Gelnhausen, gest. 14.01.1874 in Friedrichsdorf), Physiker, Erfinder des ersten Geräts zur Tonübertragung (Telefon)';'m';'None';'None'
'PHILIPP-VON-ZABERN-PLATZ';'Zabern, Philipp von (geb. 12.7.1849 in Mainz, gest. 14.12.1902 in Mainz), Drucker und Verleger';'m';'None';'None'
'PHILIPP-WASSERBURG-STRASSE';'Wasserburg, Philipp (geb. 11.10.1827 in Mainz, gest. 13.04.1897 in Mainz), Dr. jur., Schriftsteller, Jurist und Politiker, 1878-90 Mitglied des Hessischen Landtages, 1878-97 Mainzer Stadtverordneter';'m';'None';'None'
'PLATZ DER JAKOBINER';'Jakobinerklub \"Gesellschaft der Freunde der Freiheit und Gleichheit\" (gegründet im Kurfürstlichen Schloss am 23.10.1792, aufgelöst am 14.03.1793)';'s';'None';'None'
'PLINIUSWEG';'Plinius der Ältere (Gaius Plinius Secundus) (geb. 23 oder 24 in Novum Comum/heute Como, gest. 24.08.79 in Stabiae/heute Castellammare di Stabia), römischer Historiker und Schriftsteller';'m';'None';'None'
'PROBSTSTRASSE';'Probst, Eduard, Dr. (geb. 06.04.1844 in Mainz, gest. 23.02.1913 in Mainz), katholischer Pfarrer in Bretzenheim PROF.-DAGMAR-EIßNER-WEG Eißner, Dagmar Prof. Dr. (geb. 07.09.1942 in Leipzig, gest. 21.06.1996 in Mainz), Radiologin, Klinikdirektorin und erste Vizepräsidentin der Universität Mainz';'m';'None';'None'
'PROFESSOR-KUNKEL-STRASSE';'Kunkel, Quirinus, Dr. jur. und Dr. theol. (geb. 22.01.1652 in Hechtsheim, gest. 14.12.1701), katholischer Theologe. Präses des Priesterseminars in Mainz 1679-1682 und 1696-1701, Pfarrer von St. Ignaz 1682, Professor an der Universität Mainz für Kirchenrecht 1680-1685, Kanonikus von St. Viktor 1685-1691, Pfarrer von St. Quintin 1690-1691, Geistlicher Rat und kurfürstlicher Geheimrat';'m';'None';'None'
'QUINTINSSTRASSE';'Quintinus, Heiliger, christlicher Märtyrer des 3. Jahrhunderts. Straße benannt nach der Kirche St. Quintin.';'m';'None';'None'
'RAIFFEISENSTRASSE';'Raiffeisen, Friedrich Wilhelm (geb. 30.03.1818 in Hamm, gest. 11.03.1888 in Neuwied), Sozialreformer und Genossenschaftsgründer, Begründer der Darlehens- bzw. Kassenvereine';'m';'None';'None'
'RAIMUNDISTRASSE';'Montecuccoli, Raimund von (geb. 21.02.1609 auf Schloss Montecuccolo bei Modena, gest. 16.10.1680 in Linz), General und Militärschriftsteller, befehligte im 30jährigen Krieg als Kommandeur die kaiserlichen Truppen am Rhein, ab 1644 österreichischer Feldmarschall und Hofkriegsrat. Straße benannt nach der Bastion Raimundi.';'m';'None';'None'
'RATHENAUSTRASSE';'Rathenau, Walther, Dr. (geb. 29.09.1867 in Berlin, gest. 24.06.1922 in Berlin), Industrieller und linksliberaler Politiker (DDP), Außenminister, 1922 von Rechtsradikalen ermordet';'m';'None';'None'
'RAUPELSWEG';'Benannt nach einem Anwohner und Gärtner namens Raupel (etymologisch \"ungehobelter, ungeschliffener Kerl\")';'m';'None';'None'
'REGERSTRASSE';'Reger, Max (geb. 19.03.1873 in Brand/Landkreis Tirschenreuth, gest. 11.05.1916 in Leipzig), Komponist';'m';'None';'None'
'REINHARD-SCHEUERLE-WEG';'Scheuerle, Reinhard (geb. 04.03.1932 in Freiburg/Br., gest. 21.02.2010 in Mainz), langjähriger Ortsbeirat im Stadtteil Lerchenberg';'m';'None';'None'
'REINHOLD-SCHNEIDER-STRASSE';'Schneider, Reinhold (geb. 13.05.1903 in Baden-Baden, gest. 06.04.1958 in Freiburg im Breisgau), Schriftsteller, in der NS-Zeit wegen regimekritischer Texte zeitweise mit Schreibverbot belegt';'m';'None';'None'
'REINHOLD-SILZ-PLATZ';'Silz, Reinhold (geb. 04.04.1927 in Mainz, gest. 02.01.1973 in Mainz-Finthen), Bürgermeister von Finthen 1963-1969, Ortsvorsteher von 1969-1973.';'m';'None';'None'
'REISINGERWEG';'Reisinger, Michael, Dr. med. (geb. 20.08.1855 in Lorsch, gest. 29.09.1939 in Mainz), seit 1891 Direktor des Mainzer St. Rochusspitals, später des Mainzer Stadtkrankenhauses (der heutigen Universitätsklinik)';'m';'None';'None'
'REKTOR-FORESTIER-STRASSE';'Forestier, Michael (geb. 09.12.1880 in Gensingen, gest. 16.09.1951 in Gundersheim), Heimatforscher, als Rektor der Volksschule Gonsenheim von den Nationalsozialisten strafversetzt';'m';'None';'None'
'REKTOR-PLUM-WEG';'Plum, Ernst (geb. 15.02.1915 in Mainz, gest. 02.05.1963 in Mainz), Priester, Initiator und Begründer des Abendgymnasiums und des Ketteler-Kollegs in Mainz';'m';'None';'None'
'REKTOR-PRELLER-STRASSE';'Preller, Philipp Karl (geb. 02.11.1892 in Frankfurt-Bornheim, gest. 12.03.1975 in Mainz-Finthen), Rektor bzw. Hausgeistlicher im Kloster der Schwestern von der Göttlichen Vorsehung in Finthen, Erforscher der Finther Geschichte, Ehrenbürger der Stadt Mainz'';'m';'';''
'REMBRANDTSTRASSE';'van Rijn, Rembrandt Harmenszoon (geb. 15.07.1606 in Leiden, gest. 04.10.1669 in Amsterdam), niederländischer Maler, Zeichner und Radierer';'m';'None';'None'
'RHABANUSSTRASSE';'Rhabanus Maurus (geb. um 780 in Mainz, gest. 04.02.856 in Mainz), Mönch, Lehrer und Abt in Fulda, seit 847 Mainzer Erzbischof';'m';'None';'None'
'RICARDA-HUCH-STRASSE';'Huch, Ricarda, Dr. (geb. 18.07.1864 in Braunschweig, gest. 17.11.1947 in Schönberg/Taunus), Schriftstellerin und Historikerin';'w';'Künstlerin';'None'
'RICHARD-SCHIRRMANN-STRASSE';'Schirrmann, Richard (geb. 15.05.1874 in Grünfelde bei Heiligenbeil, gest. 14.12.1961 in Grävenwiesbach), Begründer des Jugendherbergswerkes';'m';'None';'None'
'RICHARD-WAGNER-STRASSE';'Wagner, Richard (geb. 22.05.1813 in Leipzig, gest. 13.02.1883 in Venedig), Komponist';'m';'None';'None'
'RILKEALLEE';'Rilke, Rainer Maria (geb. 04.12.1875 in Prag, gest. 29.12.1926 in Val-Mont bei Montreux), österreichischer Dichter';'m';'None';'None'
'RITTERSTRASSE';'Ritter zu Grünstein, Anselm Franz Anton Freiherr von (geb. 1700, gest. 1765), kurfürstlicher Oberbaudirektor. Unter seiner Planung bzw. Leitung entstanden u. a. der Stadioner Hof, der Neubau des Deutschhauses und der Johanniter-Kommende sowie die Errichtung des Nordflügels des Kurfürstlichen Schlosses.';'m';'None';'None'
'ROBERT-BOSCH-STRASSE';'Bosch, Robert (geb. 23.09.1861 in Albeck bei Ulm, gest. 12.03.1942 in Stuttgart), Industrieller, Gründer der \"Robert Bosch GmbH\"';'m';'None';'None'
'ROBERT-KOCH-STRASSE';'Koch, Robert, Prof. Dr. (geb. 11.12.1843 in Clausthal, gest. 27.05.1910 in Baden-Baden), Begründer der modernen Bakteriologie, Nobelpreisträger für Physiologie/Medizin';'m';'None';'None'
'ROBERT-SCHUMANN-STRASSE';'Schumann, Robert (geb. 08.06.1810 in Zwickau, gest. 29.07.1856 in Endenich), Komponist';'m';'None';'None'
'ROCHUSSTRASSE';'Rochus von Montpellier (geb. um 1295, gest. 16. August 1327), Heiliger, half der Legende nach auf der Pilgerfahrt nach Rom vielen Pestkranken, zählt zu den Vierzehn Nothelfern. Straße benannt nach dem ehem. St.-Rochus-Hospital, das im ersten Drittel des 18. Jhs. errichtet wurde.';'m';'None';'None'
'ROLF-BALSAM-STRASSE';'Balsam, Rolf C. W. (geb. 24.03.1881 in Mainz, gest. 12.09.1976 in Mainz), Maler';'m';'None';'None'
'ROMANO-GUARDINI-PLATZ';'Guardini, Romano, Prof. Dr. (geb. 17.02.1885 in Verona, gest. 01.10.1968 in München), katholischer Theologe und Philosoph';'m';'None';'None'
'RÖNTGENSTRASSE';'Röntgen, Wilhelm Conrad, Prof. Dr. (geb. 27.03.1845 in Lennep/heute zu Remscheid, gest. 10.02.1923 in München), Physiker, Entdecker der Röntgenstrahlen, Nobelpreisträger';'m';'None';'None'
'ROSMERTHASTRASSE';'Rosmertha, keltisch-römische Göttin. 1844 wurde in Finthen ein römischer Tempelbezirk wiederentdeckt, in einem Brunnen fand man den Bronzekopf der keltisch-römischen Göttin Rosmerta-Maia vom Beginn des 2. Jhs.';'w';'Römerin';'None'
'RUBENSALLEE';'Rubens, Peter Paul (geb. 28.06.1577 in Siegen, gest. 30.05.1640 in Antwerpen), flämischer Maler';'m';'None';'None'
'RUDOLF-DIESEL-STRASSE';'Diesel, Rudolf (geb. 18.03.1858 in Paris, gest. 29.09.1913 im Ärmelkanal), Ingenieur und Erfinder des Dieselmotors';'m';'None';'None'
'SALVATORSTRASSE';'Salvator, lat. Bezeichnung für Christus als Erlöser oder Name des hl. Salvator von Horta (gest. 1520 in St. Columba de Farnés/Spanien, gest. 18.03.1567 in Cagliari/Sardinien), eines Laienbruders des Franziskanerordens. Straße benannt nach der in der Nähe der Zitadelle gelegenen Bastion Salvator.';'m';'None';'None'
'SAUERBRUCHSTRASSE';'Sauerbruch, Ferdinand (Ernst) (geb. 03.07.1875 in Barmen, gest. 02.07.1951 in Berlin), Chirurg, Begründer der modernen Toraxchirurgie SCHARFENSTEINERGÄßCHEN Scharfenstein, ..., Familie aus dem Rheingau, der der im 16. Jh. erwähnte \"Scharfensteiner Hof\" (Kapuzinerstraße 16) gehörte.';'m';'None';'None'
'SCHARNHORSTSTRASSE';'Scharnhorst, Gerhard Johann David von (geb. 12.11.1755 in Bordenau/Gemeinde Neustadt am Rübenberge, gest. 28.06.1813 in Prag), preußischer General und Heeresreformer';'m';'None';'None'
'SCHEFFELSTRASSE';'Scheffel, Joseph Victor von (geb. 16.02.1826 in Karlsruhe, gest. 09.04.1886 in Karlsruhe), Schriftsteller';'m';'None';'None'
'SCHILLERPLATZ';'Schiller, Friedrich von (geb. 10.11.1759 in Marbach am Neckar, gest. 09.05.1805 in Weimar), Dichter, Schriftsteller, Kritiker und Historiker';'m';'None';'None'
